Country Name;Country Code;Last Update;Indicator Name;Indicator Code;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Gabon;GAB;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,47668E+14;7,44921E+14;6,09244E+14;4,55445E+14;8,33334E+14;4,508E+14;4,11515E+14;2,5088E+14;8,08291E+14;8,67934E+14;1,02587E+14;1,1337E+14;1,01824E+14;3,94871E+14;1,91901E+14;3,56253E+14;-1,25821E+13;-2,40492E+14;4,74405E+14;2,55294E+14;5,09533E+14;-3,09752E+14;5,60824E+14;7,5089E+14;-2,33295E+14;-8,03598E+14;-1,7146E+14;1,28454E+14;8,54531E+14;5,19224E+14;6,1125E+14;-3,09015E+14;3,94656E+14;3,71275E+14;4,97385E+14;3,62505E+14;5,73837E+14;3,47783E+14;-8,93262E+14;-1,88297E+14;2,13523E+14;-2,49033E+14;2,24733E+13;6,89543E+14;2,6762E+14;-2,80658E+14;6,00811E+14;-3,30843E+14;1,30331E+14;7,08989E+14;7,09175E+14;5,25108E+14;5,6387E+14;4,31496E+14;3,8789E+13;2,09144E+14;4,72642E+14;8,37917E+13;3,92081E+14;-1,83776E+13;1,46796E+14;3,03694E+14
United Kingdom;GBR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,67712E+14;1,10291E+13;4,87438E+13;5,53366E+14;2,14218E+14;1,5731E+14;2,78647E+14;5,44108E+14;1,9241E+14;6,68003E+14;3,50472E+14;4,32167E+14;6,52385E+14;-2,4844E+14;-1,47365E+14;2,91027E+14;2,45775E+14;4,20426E+14;3,74902E+14;-2,03137E+14;-7,87744E+14;1,99489E+14;4,22186E+14;2,26911E+14;4,14742E+14;3,15034E+14;5,39274E+14;5,73241E+12;2,5776E+13;7,33756E+14;-1,10312E+13;4,01082E+14;2,48983E+14;3,84601E+13;2,53167E+14;1,90772E+14;4,52407E+14;3,15729E+14;3,01407E+13;4,09265E+14;2,15743E+14;1,77077E+14;3,12305E+14;2,34497E+14;2,66834E+14;2,16041E+14;2,56346E+14;-1,54344E+14;-4,51049E+14;2,43007E+14;1,06761E+14;1,44846E+14;1,81986E+14;3,1997E+14;2,3931E+12;2,16521E+14;2,44357E+14;1,70502E+14;1,60431E+14;-1,10309E+14;7,59747E+14;4,10162E+14
Georgia;GEO;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;7,53563E+14;6,25E+14;4,45633E+14;4,77815E+14;1,20521E+14;2,47094E+14;2,83687E+14;6,48276E+14;8,80829E+14;7,38095E+14;6,09756E+14;6,89655E+14;7,42913E+13;7,37035E+14;4,57627E+14;5,26742E+12;2,00154E+14;4,30189E+14;5,42692E+14;4,94166E+14;-8,17528E+14;1,28204E+14;5,55556E+14;-7,1952E+14;-1,47882E+14;-2,11E+14;-4,49E+14;-2,93E+14;-1,04E+14;2,6E+14;1,12E+14;1,0519E+14;3,1049E+14;2,86926E+14;1,83834E+14;4,80545E+14;5,47384E+14;1,10587E+14;5,7945E+14;9,58957E+14;9,41977E+14;1,2579E+14;2,41857E+14;-3,65051E+14;6,24949E+14;7,4E+13;6,36901E+13;3,62131E+14;4,43192E+14;3,02221E+14;2,90644E+14;4,8426E+14;4,84292E+14;4,98235E+14;-6,76044E+14;1,04655E+14;1,01087E+14
Ghana;GHA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,42967E+14;4,10916E+14;4,40597E+14;2,20933E+14;1,369E+14;-4,25829E+14;3,07536E+14;3,6886E+14;6,00617E+14;9,72347E+14;5,21612E+13;-2,48766E+14;2,88458E+13;6,85252E+14;-1,24316E+14;-3,53018E+14;2,27411E+14;8,47594E+14;-2,51494E+14;4,71696E+14;-3,50307E+14;-6,92365E+14;-4,56374E+14;8,64757E+14;5,09162E+14;5,19916E+14;4,7949E+14;5,62817E+14;5,08587E+14;3,32882E+14;5,28183E+14;3,87942E+14;4,85E+14;3,3E+14;4,11242E+14;4,60246E+14;4,19636E+14;4,70039E+14;4,4E+14;3,7E+14;4E+14;4,5E+14;5,2E+12;5,6E+14;5,9E+14;6,39991E+14;4,34682E+14;9,1498E+14;4,84449E+14;7,89971E+14;1,40471E+14;9,29279E+13;7,31253E+14;2,85624E+14;2,12076E+14;3,37347E+14;8,12889E+14;6,20008E+14;6,50777E+13;5,13942E+14;5,35648E+14;3,23971E+14
Gibraltar;GIB;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;3,29994E+14;6,30812E+14;4,00348E+13;4,32406E+13;2,61342E+14;3,27095E+14;5,04414E+14;3,9701E+14;4,60767E+14;4,46158E+14;5,1816E+14;3,64412E+14;3,812E+14;2,50306E+14;3,65835E+14;5,16461E+14;1,2486E+14;2,34012E+14;2,99727E+14;1,1896E+14;6,81747E+14;4,13302E+14;-1,12264E+14;4,81336E+14;5,61211E+14;5,91529E+14;3,94569E+14;3,69655E+14;3,82591E+14;1,08206E+12;1,03E+14;6,35849E+14;5,61691E+14;4,92027E+14;3,9E+14;4,7E+14
Gambia, The;GMB;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;0;9,57614E+14;2,43552E+14;6,15385E+14;-6,5877E+14;2,41705E+14;9,25033E+14;5,87879E+14;1,23934E+14;7,35123E+14;3,43958E+14;6,31645E+14;-1,32818E+14;6,27008E+14;3,32189E+14;-7,64583E+14;1,08832E+14;3,53526E+14;-8,12265E+14;4,09107E+14;2,45433E+14;4,47683E+14;5,89572E+14;3,55888E+14;3,10704E+14;3,37869E+14;3,0121E+14;1,54346E+14;8,81848E+14;2,22355E+14;4,9E+14;3,5E+14;6,4E+14;5,5E+14;5,8E+14;-3,25E+14;6,87E+14;7,05E+14;-2,35173E+14;-5,55581E+14;3,04325E+14;6,25591E+14;6,66572E+13;5,90834E+14;-8,13044E+14;5,24157E+14;2,87277E+12;-1,40738E+14;4,05807E+13;1,94336E+14;4,82261E+13;7,23489E+14;6,22205E+14;5,91487E+14;4,26549E+14;4,92373E+14
Guinea-Bissau;GNB;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;-3,91097E+14;6,37486E+14;1,10989E+14;4,55924E+14;7,84558E+14;4,94346E+14;-7,17007E+14;1,3126E+14;1,99414E+14;-1,59527E+14;1,81675E+14;4,20008E+14;-3,39829E+12;9,10922E+14;4,16649E+14;-7,93848E+14;2,9E+14;4,6E+14;6,1E+14;6,1E+14;5,1E+14;1,1E+14;2,1E+14;3,2E+14;4,4E+14;1,16E+14;65;-2,81E+14;1,02554E+14;5,42699E+14;2,18891E+14;-9,85178E+14;5,6851E+14;2,7614E+14;4,2661E+14;2,30936E+14;3,26296E+14;3,20357E+14;3,36897E+14;4,61097E+14;8,08478E+14;-1,71268E+14;3,2559E+14;9,64561E+13;6,13408E+14;6,26281E+14;5,91918E+14;1,28374E+14;4,5E+14;-2,4E+14;3,8E+14;3,50005E+14
Equatorial Guinea;GNQ;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;5,76942E+14;2,20168E+14;5,00439E+14;1,01138E+14;1,29052E+14;-2,33056E+14;4,43674E+14;2,65526E+13;-1,22918E+14;-1,75856E+14;-1,02224E+14;3,47453E+14;1,10332E+14;1,66688E+14;1,74863E+14;6,658E+14;1,49973E+14;2,37745E+14;2,5664E+14;1,82138E+14;6,33799E+14;1,94628E+14;1,39553E+14;3,79987E+14;1,67487E+14;7,70492E+14;1,52821E+14;1,77991E+14;1,34336E+14;-8,92418E+14;6,52392E+14;8,31287E+14;-4,1332E+14;4,15066E+14;-9,11004E+14;-8,81642E+14;-5,66751E+14;-6,23654E+14;-5,48183E+14;-4,24148E+13;-9,45383E+14;3,1458E+14
Greece;GRC;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,32038E+14;3,64811E+14;1,18449E+14;9,40968E+14;1,0768E+14;6,4945E+14;5,66949E+14;7,20372E+14;1,15637E+14;8,56525E+14;7,84118E+14;1,01602E+14;8,09238E+14;-6,43824E+14;6,36681E+14;6,8519E+14;2,941E+14;7,24686E+14;3,28208E+14;6,77131E+13;-1,55372E+14;-1,13265E+14;-1,07862E+14;2,01058E+14;2,50956E+14;5,1766E+14;-2,25886E+14;4,28786E+14;3,8E+14;0;3,1E+13;7E+14;-1,6E+14;2E+14;2,09972E+14;2,86213E+14;4,4842E+14;3,89491E+14;3,0726E+14;3,91977E+14;4,13161E+14;3,92287E+14;5,79453E+13;5,06099E+14;5,99142E+14;5,65243E+14;3,27375E+14;-3,35172E+14;-4,30073E+14;-5,47822E+14;-1,01493E+14;-7,0867E+14;-2,516E+14;4,75696E+14;-1,96088E+14;-4,87173E+14;1,09215E+14;1,66843E+14;1,88434E+13;-9,00404E+14;8,43443E+14;5,91371E+13
Grenada;GRD;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;5,3414E+12;5,60208E+14;-5,34784E+14;1,53419E+14;4,12426E+14;3,63257E+14;3,56847E+14;5,97971E+14;7,19427E+14;9,09743E+14;2,96679E+14;3,76773E+14;4,01261E+12;1,38555E+14;-8,51149E+14;-1,95882E+14;1,69356E+14;2,12948E+14;4,43823E+14;5,01549E+14;1,17535E+14;6,89836E+14;4,88795E+14;-2,0239E+14;3,43732E+14;9,46397E+14;-6,4745E+14;1,32762E+14;-3,99533E+14;6,12345E+14;9,47543E+14;-6,61328E+14;-5,11146E+14;7,64774E+14;-1,15484E+14;2,3511E+14;7,34212E+14;6,44522E+14;3,7396E+13;4,43868E+14;4,36144E+14;6,76512E+14;-1,37566E+14;4,68748E+14;5,8E+14
Greenland;GRL;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;1,30609E+14;6,17727E+14;6,80601E+14;5,70625E+14;6,4624E+14;5,95921E+14;8,82232E+14;6,01672E+14;4,8606E+14;8,67601E+14;6,6528E+14;-4,41966E+14;3,45722E+14;-5,17962E+13;3,65639E+13;7,09732E+14;5,51587E+13;5,60361E+14;6,65955E+14;-1,17195E+14;-1,13465E+14;-5,1117E+13;-5,02793E+14;5,92437E+14;3,72868E+14;1,52964E+14;1,46893E+14;7,75798E+14;1,37788E+14;7,1016E+14;1,26904E+14;-9,71177E+14;4,43005E+14;6,90658E+14;4,98749E+14;5,55569E+14;2,35244E+13;6,16613E+13;8,65952E+14;1,73583E+14;-4,96519E+14;1,39419E+14;-1,29828E+14;4,74214E+13;-2,52932E+14;4,68195E+14;5,27282E+14;6,23065E+13;2,83218E+14;1,87609E+14;1,29021E+14;
Guatemala;GTM;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,29852E+14;3,5365E+14;9,54104E+14;4,63299E+14;4,36177E+14;5,5121E+14;4,11218E+14;8,76604E+14;4,73691E+14;5,70788E+14;5,58375E+14;7,33305E+14;6,78283E+14;6,37503E+14;1,94999E+14;7,38727E+14;7,80922E+14;4,99669E+14;4,71346E+14;3,75998E+14;6,46859E+14;-3,53009E+14;-2,57209E+14;4,96698E+14;-6,09339E+14;1,4305E+14;3,54398E+14;3,89239E+14;3,94259E+14;3,10256E+14;3,65825E+14;4,83834E+14;3,92713E+14;4,03374E+14;4,94855E+14;2,95778E+14;4,36409E+14;4,99353E+14;3,84706E+13;3,60887E+13;2,33257E+14;3,83929E+14;2,56038E+14;3,13792E+14;3,27603E+14;5,3514E+14;6,33772E+14;3,29352E+14;4,76898E+14;2,88418E+14;4,16391E+14;2,97471E+14;3,69482E+14;4,44398E+14;4,09217E+14;2,6778E+14;3,07985E+14;3,40687E+14;4,0179E+13;-1,79186E+14;8,00241E+13;4,118E+14
Guam;GUM;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,79314E+14;6,49379E+14;3,64232E+14;-3,65252E+14;7,17213E+14;2,03459E+14;4,38684E+14;2,26325E+14;7,76548E+14;2,13385E+14;1,69041E+14;1,79305E+14;8,25688E+14;1,81984E+13;8,901E+14;-7,92222E+14;2,59528E+14;-1,13922E+14;1,0581E+14;
Guyana;GUY;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,68952E+14;1,10493E+14;-1,22787E+14;1,13603E+14;1,0541E+14;5,23327E+14;4,31362E+14;1,02483E+14;6,99439E+14;4,25546E+14;3,11285E+14;-3,31767E+13;1,24472E+14;7,70284E+14;8,48302E+14;1,53691E+14;-2,63868E+14;-1,80619E+14;-1,8357E+14;1,73389E+14;1,49617E+14;-1,31901E+14;-6,79239E+12;-5,02874E+14;2,39967E+14;-9,00602E+14;8,99397E+14;-3,69353E+14;-4,91667E+14;-3,06748E+14;6,05787E+14;7,75789E+14;8,17511E+14;8,53242E+14;5,03145E+14;7,95552E+14;6,18067E+14;-1,6791E+14;2,96015E+14;-1,3638E+14;2,27952E+13;1,13263E+14;-6,32225E+14;1,56335E+14;-1,95096E+14;5,12961E+11;7,19124E+14;1,75522E+14;3,61151E+14;4,13844E+14;5,19625E+14;5,27633E+14;3,6535E+14;1,68603E+14;6,87521E+14;3,80792E+13;3,73437E+14;4,44101E+14;5,35263E+14;4,34796E+14;2,006E+14;5780022
High income;HIC;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,36315E+14;5,66188E+14;5,29106E+14;6,34829E+14;5,4824E+14;5,89872E+14;4,34897E+14;5,98648E+14;5,35983E+14;3,09883E+14;3,8815E+13;5,53183E+14;6,30232E+14;1,00762E+14;-1,10662E+14;5,13632E+11;4,00036E+14;4,25077E+14;4,11212E+14;1,25095E+14;1,90125E+14;-2,45719E+14;2,81282E+14;4,70474E+14;3,57562E+14;3,27074E+13;3,49321E+14;4,75285E+14;3,87068E+13;3,00625E+14;1,32436E+14;2,1532E+14;1,39757E+11;3,32806E+14;2,8596E+14;3,00182E+14;3,50335E+14;2,87784E+14;3,48027E+14;4,12588E+14;1,47804E+14;1,54795E+14;2,18811E+14;3,41844E+14;2,88196E+14;3,0733E+14;2,7016E+14;5,49086E+14;-3,25041E+14;3,02542E+13;1,94266E+12;1,41283E+14;1,4977E+14;2,09766E+14;2,37182E+14;1,84198E+14;2,3845E+14;2,36029E+14;1,75664E+14;-4,24156E+14;5,33777E+14;2,80108E+14
Hong Kong SAR, China;HKG;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;1,42912E+13;1,57635E+14;8,62817E+14;1,46422E+14;1,7948E+14;1,60327E+14;3,39738E+14;1,13437E+14;9,20687E+14;7,29304E+14;1,06119E+14;1,22795E+14;2,4152E+14;4,91876E+14;1,61643E+14;1,17257E+14;8,26088E+13;1,15566E+14;1,01081E+14;9,26078E+13;2,94987E+14;5,97703E+14;9,97379E+14;7,57163E+14;1,10562E+14;1,33985E+14;8,51159E+14;2,27697E+14;3,83054E+14;5,70195E+14;6,2349E+14;6,20122E+14;6,03615E+13;2,37375E+14;4,25851E+14;5,09977E+13;-5,88258E+14;2,50664E+13;7,66347E+14;5,608E+13;1,6567E+14;3,05629E+14;8,70006E+14;7,38815E+14;7,03263E+14;6,46484E+14;2,12785E+14;-2,45906E+14;6,76769E+14;4,81473E+14;1,70032E+14;3,10155E+13;2,76238E+14;2,38785E+14;2,17542E+13;3,7961E+14;2,84692E+14;-1,67243E+14;-6,5448E+14;6,44172E+14;-3,47633E+14
Honduras;HND;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,85566E+14;5,76485E+13;3,58044E+14;5,41665E+14;9,03716E+14;5,37384E+14;5,97754E+13;6,59818E+14;6,55439E+14;3,62672E+14;3,995E+14;5,7623E+14;7,86985E+14;-1,22764E+14;2,13068E+14;1,05007E+14;1,03839E+14;5,96621E+14;5,60993E+14;5,99354E+14;-1,22204E+14;-2,07466E+14;9,05694E+14;6,3273E+14;5,62623E+13;5,33077E+14;6,63836E+14;1,74603E+13;2,72785E+14;2,79175E+13;-3,31931E+14;6,07369E+14;6,49572E+14;2,11903E+13;6,1893E+14;1,87078E+14;4,59808E+14;3,59023E+14;-7,35651E+14;7,29129E+14;2,72319E+14;3,75434E+14;4,54704E+14;6,2323E+14;6,0506E+14;6,56724E+14;6,18833E+14;4,2316E+14;-2,43163E+14;3,73114E+14;3,83569E+14;4,12869E+14;2,79156E+14;3,05808E+13;3,84008E+14;3,89297E+14;4,84291E+14;3,84499E+14;2,65307E+14;-8,96476E+14;1,25341E+14;3,99795E+14
Heavily indebted poor countries (HIPC);HPC;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-3,00996E+14;7,40224E+14;2,74616E+14;2,95714E+14;4,01217E+14;2,44902E+14;1,82335E+13;4,2994E+14;4,62376E+14;4,51683E+14;4,37129E+14;1,24093E+14;3,20343E+14;5,83716E+13;2,70514E+14;4,77744E+14;4,07136E+14;1,8741E+14;2,67568E+14;3,4521E+14;3,38479E+14;9,38364E+14;6,08106E+14;8,00389E+14;1,07132E+13;3,28119E+13;3,79392E+14;9,69298E+14;2,37599E+14;-6,67609E+14;8,8073E+14;-4,29067E+14;8,07276E+14;9,73446E+14;5,0908E+14;5,15413E+13;6,21236E+13;3,42075E+14;2,9885E+14;2,97876E+14;4,02906E+14;3,52819E+14;4,033E+14;5,60232E+14;5,57045E+14;5,90224E+14;5,48308E+14;5,50197E+14;3,25471E+14;5,9467E+14;3,92103E+14;2,61204E+14;5,54754E+14;5,77897E+14;4,60651E+14;4,37223E+14;4,79043E+14;3,88566E+14;4,1661E+14;1,96545E+14;3,90431E+14;4,52734E+14
Croatia;HRV;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,04145E+14;6,17852E+14;2,25094E+14;-8,40291E+14;2,9588E+14;3,11246E+14;5,82302E+14;5,59535E+14;4,18265E+14;4,3087E+14;4,91806E+14;4,96092E+14;2,00186E+14;-7,19344E+13;-1,22378E+14;-8,66138E+14;-2,33166E+14;-3,97828E+14;-4,29361E+14;2,52229E+14;3,55936E+14;3,41247E+14;2,80068E+14;3,42101E+14;-8,58034E+14;1,30722E+14;6,33134E+14
Haiti;HTI;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-2,93198E+14;7,88758E+14;-1,89279E+14;-1,64736E+14;2,1618E+14;-5,75787E+14;-2,11769E+14;3,18162E+14;3,81194E+14;6,51154E+14;6,48038E+14;9,77108E+14;4,75532E+14;5,77989E+14;1,12275E+14;8,43884E+14;3,70815E+13;6,20886E+14;7,56042E+13;7,37469E+14;-2,85271E+14;-3,56375E+14;9,08181E+14;3,00917E+14;6,03631E+14;-4,97505E+14;-7,93649E+14;2,00427E+14;-2,91342E+14;1,03812E+14;1,88054E+14;-5,30993E+14;-5,4263E+14;-1,19506E+14;9,89771E+14;4,14077E+14;2,70471E+14;2,18184E+14;2,71025E+14;8,70059E+14;-3,42748E+14;1,05182E+14;3,48078E+14;-1,31786E+13;3,07217E+14;1,76875E+14;4,70653E+14;2,65803E+13;5,89038E+14;-5,65151E+14;5,09821E+14;5,02424E+14;4,32478E+14;2,88877E+14;1,4E+14;1,81247E+14;2,51027E+14;1,66781E+14;-1,7231E+14;-3,30551E+14;-1,79824E+14;-1,68198E+14
Hungary;HUN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,06418E+14;-5,76109E+14;2,94715E+14;1,48953E+14;8,24133E+13;3,14312E+13;3,9E+14;3,07103E+14;4,47919E+14;4,07409E+14;4,74129E+13;4,07425E+14;5,00462E+14;4,29428E+14;3,94607E+13;2,77373E+14;1,00394E+14;-6,59787E+14;1,07625E+13;1,86684E+14;-1,25023E+14;1,80252E+14;4,23221E+14;3,70732E+13;2,201E+14;4,27198E+14;5,36235E+14;4,86423E+14;-4,53555E+14;7,2E+14;4,57791E+13
IBRD only;IBD;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,08706E+14;3,0593E+14;4,59951E+14;7,98769E+14;6,00164E+14;5,53394E+14;4,10375E+14;5,93533E+14;7,87015E+14;7,75411E+14;6,3481E+14;6,58153E+14;7,11452E+14;5,55558E+14;4,69665E+14;6,0645E+13;4,58908E+14;4,06086E+14;4,6891E+14;5,11653E+14;2,47016E+14;2,90536E+14;1,86214E+14;5,04464E+14;4,43117E+14;4,13739E+14;5,10685E+14;4,04342E+14;3,16718E+14;1,92054E+13;1,20803E+14;1,69057E+14;3,85208E+14;3,69389E+14;4,04267E+14;5,54633E+13;5,32154E+14;2,59198E+14;3,76885E+14;5,89897E+14;3,65441E+14;4,61435E+14;5,99559E+14;7,69317E+14;7,22706E+14;8,28529E+13;9,00125E+14;5,93872E+14;2,8827E+14;7,82452E+14;6,40172E+14;5,46502E+13;5,25244E+14;4,81057E+14;4,43924E+14;4,59449E+14;5,24566E+14;4,94282E+14;3,98818E+14;-1,31717E+14;7,42859E+14;3,5142E+14
IDA & IBRD total;IBT;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,09172E+14;3,49759E+13;4,59737E+14;7,50173E+14;5,75408E+14;4,86254E+14;3,10695E+14;5,63815E+14;8,07224E+14;8,13835E+14;6,3599E+14;5,88582E+14;6,73416E+13;5,83433E+14;4,04015E+14;6,05418E+14;4,56863E+14;3,65821E+14;4,56173E+13;4,92645E+14;2,11257E+14;2,56109E+13;1,54505E+14;4,63465E+14;4,38043E+14;4,01794E+14;4,95583E+14;4,09608E+14;3,08187E+14;2,10462E+13;1,27539E+14;1,7327E+14;3,59193E+14;3,45088E+13;4,00399E+14;5,48707E+14;5,21145E+14;2,66482E+14;3,69015E+14;5,72721E+14;3,6995E+13;4,67852E+14;5,90735E+14;7,60054E+14;7,12849E+14;8,10101E+14;8,75719E+14;5,86617E+14;3,04156E+14;7,69636E+13;6,21546E+14;5,27092E+14;5,25083E+14;4,87003E+14;4,35115E+14;4,48685E+14;5,14162E+14;4,88771E+14;3,97999E+14;-1,24912E+14;7,16699E+13;3,57307E+14
IDA total;IDA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,11879E+14;5,92527E+13;4,58582E+14;4,88255E+14;4,3803E+14;1,02996E+14;-2,89684E+14;3,73308E+13;9,40352E+14;1,0634E+14;6,43445E+14;1,49341E+14;4,21237E+14;7,73397E+14;-3,43316E+14;5,98179E+14;4,42473E+13;8,25532E+14;3,63692E+14;3,5332E+14;-5,69921E+14;-4,43479E+13;-9,00039E+14;1,38509E+14;3,96207E+14;3,04041E+14;3,72265E+14;4,52667E+12;2,39867E+14;3,91192E+14;1,94597E+14;2,14911E+14;1,03642E+14;1,01533E+14;3,60586E+14;4,87139E+14;4,06031E+14;3,43586E+14;2,86389E+14;3,8979E+14;4,18745E+14;5,36927E+14;4,9707E+14;6,60765E+12;6,06126E+13;6,08381E+14;6,03015E+14;5,03281E+14;4,85278E+14;6,26249E+14;4,10093E+14;3,01874E+14;5,23165E+14;5,57421E+14;3,31548E+14;3,20761E+13;3,88855E+13;4,21528E+14;3,87934E+14;-4,12222E+14;3,95917E+14;4,31909E+14
IDA blend;IDB;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,27196E+14;4,36078E+14;7,95342E+13;5,17045E+14;5,65041E+14;-3,36271E+14;-8,11289E+14;2,22456E+14;1,60609E+14;1,81434E+14;1,08437E+14;4,13611E+14;5,68975E+14;8,65668E+14;-2,16288E+14;6,38991E+14;5,25527E+14;-6,74763E+14;5,98599E+14;5,48248E+14;-4,40563E+14;-1,21813E+14;-3,14867E+14;1,5998E+13;6,11588E+14;2,84947E+14;3,77718E+14;6,38238E+14;3,04172E+14;6,50492E+14;1,91239E+14;2,92157E+14;-2,81564E+14;8,09917E+14;1,92316E+13;4,61831E+14;2,02122E+14;2,71078E+14;2,10523E+14;3,69122E+14;4,36822E+14;7,11398E+13;5,11349E+14;7,51547E+14;5,95781E+14;5,80293E+14;5,79043E+14;4,12616E+14;5,91309E+14;6,14873E+14;4,69987E+14;4,55555E+14;5,5704E+14;5,82755E+14;3,81886E+14;1,66927E+14;2,52372E+14;3,7617E+14;2,76953E+14;-1,38803E+14;5,07185E+14;4,53916E+14
Indonesia;IDN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,74065E+14;1,84198E+13;-2,23703E+14;3,5297E+14;1,08159E+14;2,79135E+14;1,3804E+14;1,09152E+14;6,8223E+14;7,55463E+14;7,024E+14;7,03764E+14;8,10398E+14;7,23424E+14;5,60748E+14;7,07965E+14;8,26446E+14;6,87023E+14;7,14286E+14;10;7,87879E+14;2,24719E+14;4,3956E+14;6,84211E+14;2,46305E+14;5,76923E+14;5;5,62771E+14;7,78689E+14;7,22433E+14;6,77582E+14;6,49751E+14;6,49641E+14;7,53997E+14;8,22001E+14;7,81819E+14;4,69988E+14;-1,31267E+14;7,91126E+13;4,92007E+13;3,64347E+14;4,49948E+14;4,78037E+14;5,03087E+14;5,69257E+14;5,50095E+14;6,34502E+14;6,0137E+14;4,62887E+14;6,22385E+14;6,16978E+14;6,03005E+14;5,55726E+13;5,00667E+12;4,87632E+14;5,03307E+14;5,06979E+14;5,17429E+14;5,01929E+14;-2,06551E+14;3,70306E+14;5,3086E+14
IDA only;IDX;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;7,21308E+14;1,88753E+14;4,63814E+14;3,29654E+13;2,2223E+14;1,53398E+14;4,87797E+13;4,47875E+14;4,46318E+14;2,34727E+14;-1,15966E+14;2,64973E+14;6,72911E+14;1,67404E+14;5,54638E+14;3,53158E+14;2,47248E+14;1,13744E+14;1,36281E+14;3,80447E+14;1,13475E+14;1,26169E+14;1,18767E+14;1,98889E+14;3,21827E+14;3,67327E+14;2,67861E+14;1,75964E+14;1,30266E+13;1,97919E+14;1,38533E+14;2,35538E+14;1,2127E+14;5,21618E+14;5,10523E+14;5,93564E+14;4,07807E+14;3,527E+14;4,07606E+14;4,03256E+14;3,86986E+14;4,84579E+14;5,81149E+13;6,15345E+14;6,33365E+14;6,24231E+14;5,83183E+13;3,96029E+14;6,36005E+14;3,58833E+14;1,68935E+14;4,93037E+14;5,34891E+14;2,86578E+14;4,59465E+14;5,08473E+14;4,60312E+14;4,82067E+14;3,99249E+14;3,04019E+14;4,13374E+14
Isle of Man;IMN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;4,18923E+14;1,91055E+14;9,89635E+14;1,18294E+14;6,84521E+14;4,18698E+14;1,60499E+13;8,00002E+14;2,6E+14;4E+14;4,3E+14;7,70001E+14;8,59999E+13;1,35E+14;1,37E+14;5,3E+14;5,4E+14;6,2E+14;6E+14;5,2E+14;5,9E+14;7,7E+14;7,5E+14;4,9E+14;2,1E+14;3,4E+14;2E+14;7,30388E+14;4,14187E+14;5,15503E+14;-3,85798E+14;6,9523E+14;2,83776E+14;2,2134E+14;2,54885E+14;-8,83623E+14;;
