Country Name;Country Code;Last Update;Indicator Name;Indicator Code;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Bangladesh;BGD;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,05816E+14;5,45303E+14;-4,55894E+13;1,09528E+13;1,60626E+14;2,56681E+14;-1,87586E+13;9,48945E+14;1,22086E+14;5,61985E+14;-5,47948E+14;-1,39737E+14;3,32568E+14;9,59196E+13;-4,08821E+14;5,66136E+14;2,67306E+14;7,07384E+14;4,80163E+14;8,19142E+14;7,23394E+14;2,13433E+14;3,88105E+14;4,80331E+14;3,34201E+14;4,17338E+14;3,7724E+14;2,41626E+13;2,83658E+14;5,62226E+14;3,48523E+14;5,44269E+14;4,71156E+14;3,89013E+14;5,12128E+14;4,52292E+14;4,4899E+13;5,17703E+13;4,67016E+14;5,29329E+14;5,07729E+14;3,83312E+14;4,73957E+14;5,23953E+14;6,53594E+14;6,6719E+14;7,0586E+14;6,01379E+14;5,04512E+13;5,57179E+14;6,46438E+14;6,52146E+14;6,01361E+13;6,06106E+13;6,55264E+14;7,11348E+14;6,59025E+14;7,31941E+14;7,88191E+13;3,44803E+14;6,93868E+14;7,09983E+14
Bulgaria;BGR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;4,90016E+13;2,33457E+14;3,43031E+14;3,39644E+14;2,68344E+14;4,2076E+14;6,05451E+14;1,09447E+14;-3,28988E+14;-9,11738E+14;-8,44536E+14;-7,27239E+14;-1,48021E+14;1,81801E+14;2,85505E+14;5,20539E+14;-1,41154E+14;3,78912E+14;-8,39609E+14;4,58723E+14;3,8237E+14;5,87193E+14;5,23715E+14;6,51043E+14;7,05635E+14;6,80259E+14;6,59138E+14;6,11602E+14;-3,27185E+13;1,5418E+14;2,10121E+14;7,5493E+14;-5,60494E+13;9,66869E+13;3,42805E+14;3,03983E+14;2,76217E+14;2,68476E+14;4,03814E+14;-3,95861E+14;7,63461E+14;3,36125E+14
Bahrain;BHR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;-5,3167E+14;-7,55622E+14;6,37638E+14;5,00365E+14;-4,75827E+14;1,18299E+13;1,0399E+14;6,99999E+14;3,64007E+14;4,438E+14;1,123E+14;6,69E+14;1,287E+14;-2,50001E+14;3,92999E+14;4,11001E+14;3,093E+14;4,79E+14;4,3E+14;5,30007E+14;2,49095E+14;3,34855E+13;6,29644E+14;6,98096E+14;6,769E+14;6,467E+14;8,29396E+14;6,24501E+14;2,53989E+14;4,3343E+14;1,98352E+14;3,72811E+14;5,41684E+14;4,35039E+14;2,48538E+14;3,55813E+14;4,29095E+14;2,11113E+14;2,16696E+13;-4,64464E+14;2,66971E+14;4,86086E+14
Bahamas, The;BHS;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,06671E+14;1,0452E+14;1,05241E+14;1,05016E+13;1,04256E+14;9,07193E+14;9,59811E+14;8,42176E+14;8,98166E+14;-5,64965E+14;1,62651E+13;-3,49734E+14;7,56757E+14;-1,67542E+14;-1,48031E+13;5,18518E+14;9,15493E+14;1,41795E+14;2,61393E+14;6,49528E+14;-9,22641E+14;6,6989E+14;3,59705E+14;1,41711E+14;4,82918E+14;1,797E+14;2,98452E+14;2,30971E+14;6,72733E+14;-1,59625E+14;-4,18178E+13;-3,82558E+13;3,07806E+14;3,14892E+14;4,37875E+14;4,22353E+14;6,87574E+14;-4,5036E+13;1,21975E+14;4,14923E+14;2,62516E+14;2,70467E+14;-1,26453E+14;8,8274E+14;3,39526E+14;2,51685E+14;1,44673E+14;-2,32351E+14;-4,17581E+14;1,53839E+14;6,13384E+14;3,08688E+14;-2,86329E+14;1,8473E+14;9,96801E+14;-6,70128E+14;2,41531E+14;1,53324E+14;-7,43978E+12;-2,35082E+14;1,69847E+14;1,4369E+14
Bosnia and Herzegovina;BIH;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,08E+14;8,89577E+14;3,43896E+14;1,56E+14;9,6E+14;1,27655E+14;2,42331E+14;5,02744E+14;3,86714E+13;6,32527E+14;3,89718E+14;5,414E+14;5,85713E+14;5,44383E+14;-3,00446E+14;8,65669E+14;9,59511E+14;-8,21836E+14;2,34986E+13;1,15385E+14;4,31475E+14;3,24226E+14;3,2441E+14;3,8275E+14;2,88734E+14;-3,0151E+14;7,39165E+14;3,89681E+14
Belarus;BLR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,2E+14;-9,6E+13;-7,6E+14;-1,17E+14;-1,04E+14;2,8E+14;1,14E+14;8,39999E+14;3,4E+14;5,8E+14;4,72531E+14;5,04527E+14;7,04319E+14;1,14497E+14;9,4E+14;9,99999E+14;8,60001E+13;1,02E+14;1,99995E+14;7,79827E+14;5,37871E+14;1,68714E+14;1,00347E+14;1,72621E+14;-3,82966E+14;-2,52583E+14;2,53162E+14;3,14964E+14;1,44621E+14;-6,72904E+14;2,43887E+14;-4,69745E+13
Belize;BLZ;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,89228E+14;4,89265E+14;4,95643E+14;4,99988E+14;4,93054E+14;4,77085E+14;4,91312E+13;7,36723E+14;5,10637E+14;4,80769E+13;3,95944E+14;1,02183E+14;5,35189E+14;1,356E+14;3,59282E+13;-3,40209E+14;6,49659E+13;7,92081E+14;7,51702E+14;1,34367E+14;1,13377E+14;-1,0771E+14;-2,14318E+13;1,97207E+14;1,01251E+14;4,53946E+14;1,07353E+14;9,78771E+14;1,30092E+14;1,14434E+14;1,14529E+14;1,20376E+14;6,2369E+14;1,97336E+14;6,40079E+13;1,0274E+14;3,58354E+14;3,92707E+14;8,95187E+14;1,30058E+14;5,04202E+13;5,11304E+14;9,33157E+14;4,63075E+14;2,19844E+14;4,58534E+14;3,2747E+14;-1,51992E+14;-4,52368E+14;1,25635E+14;-1,05597E+13;3,85835E+14;4,52926E+14;4,08958E+14;3,36763E+14;1,13122E+14;-1,69492E+14;1,10345E+14;4,50205E+14;-1,3403E+14;1,52211E+14;1,21287E+13
Bermuda;BMU;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,68E+14;4,47E+14;1,07E+14;1,111E+14;4,76E+14;1,43636E+14;1,3275E+12;2,10526E+13;3,43643E+13;6,31229E+14;3,4375E+14;1,81269E+14;1,48368E+14;8,77193E+14;3,76812E+14;8,93855E+14;5,89744E+14;1,45278E+14;2,14797E+14;7,94393E+14;2,38095E+14;-5,28541E+14;2,00893E+14;4,814E+13;-2,00348E+14;6,66667E+13;3,75E+14;4,05622E+14;4,43844E+14;1,92123E+14;-3,53438E+14;-5,97382E+14;3,00857E+14;5,99613E+14;4,39915E+14;2,60048E+14;4,6E+14;3,9E+14;3,38265E+14;9,31716E+14;7,22244E+14;-1,47779E+14;3,41071E+14;2,32127E+14;1,67421E+14;5,54387E+13;3,34514E+14;-1,86596E+14;-5,6267E+13;-2,50288E+14;-3,74274E+14;-5,3053E+14;-2,79709E+14;-3,70107E+14;7,7553E+14;-6,57206E+14;3,61142E+14;-4,32801E+14;3,06267E+14;-6,83796E+14;3,01382E+14;2,92711E+14
Bolivia;BOL;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,0893E+14;5,57892E+14;6,79763E+14;3,9566E+13;4,91344E+14;7,17059E+14;6,31722E+14;8,52944E+14;4,4741E+14;5,23103E+14;5,06334E+14;7,96749E+12;5,73916E+14;2,93957E+13;7,31102E+14;4,61457E+14;4,97122E+14;2,05269E+14;1,33344E+14;-1,37177E+14;2,75616E+13;-3,93874E+14;-4,04212E+14;-2,00666E+13;-1,67639E+14;-2,57388E+14;2,46348E+14;2,9095E+14;3,79013E+13;4,63579E+13;5,26653E+14;1,6465E+14;4,2693E+14;4,66727E+14;4,67828E+14;4,36134E+14;4,95421E+14;5,02935E+14;4,26885E+14;2,50781E+14;1,6838E+14;2,48557E+14;2,71134E+14;4,1733E+14;4,42143E+14;4,79701E+14;4,56438E+14;6,1485E+14;3,357E+14;4,12672E+13;5,20409E+12;5,12228E+14;6,79601E+14;5,46057E+14;4,85719E+14;4,26392E+14;4,19521E+14;4,22362E+14;2,21671E+14;-8,73788E+13;6,1058E+14;3,07005E+14
Brazil;BRA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,6E+14;6,6E+14;6E+14;3,4E+14;2,4E+14;6,7E+13;42;9,8E+14;9,5E+14;104;1,13429E+14;1,19403E+14;1,39687E+14;8,15394E+14;5,16665E+14;1,02571E+14;4,93433E+14;4,9699E+14;6,75956E+13;9,2E+14;-4,25E+14;8,3E+14;-2,93E+14;5,4E+14;7,85E+14;7,49E+14;3,53E+14;-6E+13;3,16E+14;-4,35E+14;1,03219E+14;-5,44072E+13;4,92469E+13;5,85287E+14;4,22379E+14;2,20886E+14;3,39485E+14;3,38098E+14;4,67938E+14;4,38795E+14;1,3899E+14;3,05346E+14;1,14083E+14;5,75996E+14;3,20213E+14;3,96199E+14;6,06987E+14;5,0942E+14;-1,25812E+14;7,52823E+14;3,97442E+14;1,92118E+14;3,00482E+14;5,03956E+14;-3,54576E+14;-3,27592E+14;1,32287E+14;1,78367E+12;1,22078E+14;-3,27676E+13;4,98885E+14;2,90053E+14
Barbados;BRB;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;-1,9E+14;4,36021E+14;3,64221E+12;4,87694E+13;7,89301E+14;4,37306E+14;-1,89975E+14;-4,90094E+14;5,01253E+13;3,60037E+14;1,09824E+14;5,10417E+14;2,59097E+14;3,50538E+14;3,6E+14;-3,30759E+14;-3,89991E+14;-5,69252E+14;7,93068E+14;2,01078E+14;2,014E+14;3,97648E+14;4,7401E+14;3,72846E+14;3,34655E+14;4,44719E+14;-2,36546E+14;7,87402E+14;2,17548E+14;1,4116E+14;3,95546E+14;6,11271E+14;2,07765E+14;6,40098E+14;-5,01774E+14;-2,36516E+14;-6,87779E+14;-4,32679E+14;-1,44741E+14;-8,7263E+14;2,47262E+14;2,53302E+14;4,56291E+14;-1,02714E+14;-1,31147E+14;-1,3311E+14;-1,89273E+14;9,999E+14
Brunei Darussalam;BRN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;3,55463E+14;2,01554E+14;1,09167E+14;6,77583E+13;2,25624E+14;-6,9967E+14;-1,98267E+14;3,95665E+14;5,01466E+14;5,99877E+13;-1,49075E+14;-2,71547E+14;2,00913E+14;1,09737E+14;-1,07418E+14;1,08942E+14;3,14594E+14;4,75858E+14;3,04573E+14;3,1454E+14;4,47871E+14;2,87832E+14;-1,47117E+14;-5,58509E+14;3,05216E+14;2,84942E+14;2,74404E+14;3,8721E+14;2,90396E+14;5,04318E+14;3,87507E+13;4,39772E+14;1,54582E+14;-1,93971E+14;-1,76454E+14;2,59897E+14;3,74532E+14;9,12842E+14;-2,12603E+14;-2,50835E+14;-3,92384E+14;-2,47792E+14;1,3286E+14;5,22378E+14;3,86911E+14;1,13357E+13;-1,59076E+13;-1,62833E+14
Bhutan;BTN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;1,51223E+14;3,43977E+14;1,0431E+14;4,55666E+14;4,02853E+14;1,13922E+14;2,90543E+14;4,76737E+14;7,35557E+14;1,03831E+14;-4,07876E+14;4,60089E+14;1,98637E+13;4,9515E+14;7,07412E+14;5,56517E+14;5,37384E+14;5,91403E+14;7,98397E+14;3,35507E+14;8,34895E+13;1,09923E+13;7,8233E+14;6,00874E+14;7,28725E+12;6,99974E+14;1,83609E+14;4,79946E+14;6,74833E+14;1,19459E+14;7,98262E+14;5,1184E+14;2,11997E+14;5,7765E+14;6,64223E+14;8,12703E+13;4,65183E+14;3,05513E+14;5,75517E+14;-1,00097E+14;4,08762E+14;
Botswana;BWA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,34328E+13;6,66667E+14;5,92105E+14;6,8323E+14;5,81396E+14;6,34402E+14;5,92456E+14;1,05671E+13;1,51234E+14;1,71203E+14;2,58211E+14;2,63619E+14;2,13032E+14;8,7978E+13;8,44625E+14;1,06474E+14;1,2012E+14;1,43328E+14;1,21486E+14;1,19869E+14;9,06486E+14;1,21655E+14;1,31467E+14;8,54538E+14;7,12527E+13;8,17292E+14;1,18819E+14;1,945E+14;1,30594E+14;6,77282E+14;7,45871E+14;2,91707E+14;1,91611E+13;3,62792E+14;7,03041E+14;5,8298E+14;8,32589E+14;4,43664E+14;9,66724E+14;1,9877E+14;2,50574E+14;6,06953E+14;4,62589E+14;2,70582E+14;4,55665E+14;8,36387E+14;5,79256E+14;3,25207E+14;-1,41442E+14;1,01222E+14;6,83853E+14;-1,70901E+14;1,11028E+14;5,69696E+14;-4,85099E+14;7,20182E+14;4,11305E+14;4,18985E+14;3,03256E+14;-8,72945E+13;1,18704E+11;5,78235E+14
Central African Republic;CAF;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,95355E+14;-3,7138E+14;-7,07011E+14;2,08032E+14;9,47579E+14;6,44784E+14;4,67661E+13;1,40411E+14;7,09154E+14;2,33288E+14;1,1302E+14;-8,67175E+14;1,88894E+12;6,33903E+14;4,04987E+14;5,43252E+14;3,80623E+14;1,20924E+13;-2,46514E+14;-4,47864E+14;-1,54447E+14;7,71578E+14;-8,12651E+14;9,48173E+14;3,92722E+14;3,57798E+14;-4,93899E+14;1,71017E+14;1,97727E+14;-2,14753E+14;-5,52543E+14;-6,42408E+14;3,35276E+14;4,89995E+14;7,20005E+14;-4,00009E+14;5,29994E+14;4,70014E+14;3,59997E+14;-2,48943E+14;4,46474E+14;3,61654E+14;-5,39749E+14;5,99488E+14;9,08211E+14;4,77109E+14;4,60753E+14;2,05413E+14;8,58726E+14;4,63082E+14;4,19462E+14;5,05376E+14;-3,6392E+14;8,10705E+14;4,33712E+14;4,75032E+14;4,52728E+14;3,78944E+14;3,1E+14;9E+14;9E+14;0
Canada;CAN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,16329E+14;7,42538E+14;5,34955E+14;6,64289E+14;6,31671E+14;6,70499E+14;3,09121E+14;4,99567E+14;5,04546E+14;;;;;;;;;;;;;-3,18726E+14;2,60134E+14;5,90846E+14;4,7374E+14;2,14497E+14;4,07296E+14;4,41011E+14;2,31698E+14;1,64672E+14;-2,08609E+14;9,0026E+14;2,66086E+14;4,49447E+14;2,69398E+12;1,61917E+14;4,28004E+14;3,89615E+14;5,16291E+14;5,17764E+14;1,78997E+14;3,01805E+14;1,80152E+14;3,08698E+14;3,2042E+14;2,6343E+14;2,07183E+13;1,00429E+14;-2,92596E+14;3,08992E+14;3,1461E+14;1,76096E+14;2,32912E+13;2,87004E+14;6,59177E+14;1,00139E+14;3,03988E+14;2,77704E+14;1,88822E+14;-5,07436E+14;5,0118E+14;3,3962E+14
Central Europe and the Baltics;CEB;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,77086E+14;-1,95995E+13;1,54607E+14;4,10494E+14;5,71199E+13;4,54661E+14;2,3141E+14;2,68031E+14;1,90777E+14;3,95698E+14;3,08023E+13;3,61485E+13;4,08688E+14;5,8401E+13;5,01908E+14;6,58683E+14;6,42491E+13;3,9344E+14;-3,5019E+14;1,43608E+14;3,51383E+14;8,24954E+14;6,63326E+14;3,21346E+14;4,02676E+14;2,75E+13;5,10418E+14;4,93931E+14;3,93955E+14;-3,3921E+14;6,37859E+14;4,04803E+13
Switzerland;CHE;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;1,60134E+14;-1,30942E+14;6,3908E+14;3,00846E+14;3,6736E+14;1,85863E+14;1,58548E+14;3,2776E+14;4,33079E+14;3,67463E+14;-9,15817E+13;-4,3733E+14;-1,25983E+14;1,26976E+14;4,80866E+14;4,7128E+14;2,26133E+14;3,02997E+13;1,6627E+14;3,95872E+14;1,57566E+14;-7,32171E+14;-3,23985E+14;2,70171E+14;2,7497E+14;4,07363E+14;3,91638E+13;2,80798E+14;-2,29737E+14;3,2434E+14;1,81311E+14;1,17925E+14;1,79214E+14;2,34988E+14;1,64463E+14;2,06869E+13;1,3628E+14;2,86045E+14;1,14198E+14;-2,37556E+14;4,22172E+14;2,05923E+14
Channel Islands;CHI;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,96611E+14;1,05229E+14;1,32512E+14;-7,96508E+14;8,64677E+14;
Chile;CHL;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,24527E+14;4,02669E+14;5,84014E+14;2,55722E+14;9,50273E+14;1,12362E+14;3,616E+14;3,59201E+14;3,93798E+14;1,82897E+14;9,42269E+14;-1,01995E+14;-5,02925E+14;2,38215E+14;-1,29121E+14;3,83258E+14;1,04447E+14;7,7011E+14;8,4183E+14;7,98662E+12;6,52537E+14;-1,10143E+14;-5,01742E+14;4,10368E+13;4,00992E+14;5,37769E+14;6,46047E+14;7,34511E+14;9,92338E+14;3,33357E+14;7,80439E+14;1,11667E+14;6,58878E+14;5,0302E+14;8,9333E+14;6,80292E+14;7,39174E+13;4,18089E+14;-2,73631E+12;4,97162E+13;3,15403E+14;3,2028E+14;4,72325E+14;6,67425E+14;5,83705E+14;6,04999E+14;5,16823E+14;3,78939E+14;-1,11804E+14;5,85165E+14;6,2239E+14;6,15534E+14;3,30851E+14;1,79265E+14;2,15194E+14;1,75304E+14;1,3577E+14;3,99003E+14;7,4313E+14;-6,14525E+14;1,17374E+14;2,4404E+14
China;CHN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-2,727E+14;-5,58E+14;1,03E+14;1,818E+14;1,695E+14;1,065E+14;-5,77E+14;-4,1E+14;1,694E+14;1,93E+14;7,06E+14;3,81E+14;7,76E+14;2,31E+14;8,72E+14;-1,57E+13;7,57E+14;1,1326E+14;7,59132E+13;7,83415E+14;5,11276E+14;9,01711E+14;1,07702E+14;1,51915E+14;1,34307E+14;8,94996E+14;1,16574E+14;1,12226E+13;4,20633E+14;3,92025E+14;9,26279E+14;1,42245E+14;1,38837E+14;1,30368E+14;1,0954E+14;9,92256E+14;9,23678E+14;7,84595E+14;7,66165E+14;8,49009E+14;8,33573E+13;9,13363E+14;1,0038E+13;1,01136E+14;1,13946E+14;1,2721E+14;1,42309E+14;9,65068E+14;9,39873E+14;1,06359E+14;9,55083E+14;7,86374E+14;7,76615E+12;7,42576E+14;7,04133E+14;6,84876E+14;6,9472E+14;6,74977E+14;5,9505E+14;2,23864E+14;8,44748E+14;2,9908E+13
Cote d'Ivoire;CIV;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;9,93256E+14;1,22699E+14;1,44904E+13;1,76131E+14;-3,10965E+14;1,15774E+14;4,59815E+14;1,25482E+14;9,53922E+14;1,0375E+14;9,45664E+14;4,23663E+14;5,9392E+14;4,32738E+13;8,25289E+14;1,29164E+14;7,31446E+14;1,09095E+14;2,39441E+14;-1,09577E+14;3,5005E+14;2,00822E+14;-3,90024E+14;-2,70126E+14;4,50122E+14;3,25935E+14;-3,48973E+14;1,13648E+14;2,948E+14;-1,09591E+14;4,09252E+14;-2,44561E+13;-1,92485E+14;8,11207E+14;7,12574E+14;7,72933E+14;9,64884E+14;4,26391E+14;1,16686E+14;-2,65789E+14;-2,15401E+14;-2,73053E+14;-4,72587E+14;3,18504E+14;9,96066E+13;2,81558E+13;1,10143E+13;4,78267E+14;3,60332E+14;6,84805E+14;-5,37045E+14;7,62041E+14;1,07602E+14;9,372E+14;7,19495E+14;7,17276E+14;7,41076E+14;4,84315E+14;6,51829E+14;1,73762E+14;7E+14;6,74133E+14
Cameroon;CMR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,18368E+14;3,04156E+14;3,74255E+14;3,54716E+14;2,02605E+13;4,61496E+14;-1,09121E+14;6,34632E+14;4,90148E+14;3,09207E+14;3,47971E+14;2,67384E+14;5,35568E+14;1,07343E+14;1,12451E+14;-5,49514E+14;1,37399E+14;2,2003E+14;6,03512E+14;-1,96529E+13;1,70827E+14;7,5162E+14;6,86683E+14;7,47457E+14;8,06316E+14;6,77166E+14;-2,14665E+14;-7,82363E+14;-1,81912E+14;-6,1057E+14;-3,8086E+14;-3,1E+14;-7,93207E+14;1,87681E+14;2,894E+14;4,21507E+14;4,52731E+14;4,72553E+14;4,5113E+14;3,83242E+14;4,32426E+14;4,47703E+14;5,45315E+14;7,04886E+14;2,22827E+14;3,80958E+14;4,32759E+14;2,84768E+14;2,57925E+14;2,89902E+14;3,37921E+13;4,62598E+14;4,99553E+14;5,71982E+14;5,66695E+14;4,53579E+14;3,54118E+14;3,95551E+13;3,47506E+14;2,59933E+14;3,64992E+14;3,54098E+14
Congo, Dem. Rep.;COD;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-1,08514E+14;2,12007E+14;5,21399E+12;-2,44022E+14;9,97349E+14;6,77549E+14;-9,85739E+14;4,3327E+14;9,32884E+13;-2,45057E+14;6,00502E+14;1,51136E+14;8,13728E+14;3,13059E+14;-4,98163E+14;-5,309E+14;7,60794E+14;-5,34529E+14;4,30088E+14;2,19491E+14;2,35052E+12;-4,57678E+14;1,4117E+14;5,54107E+14;4,67851E+14;4,71721E+14;2,67564E+14;4,70381E+14;-1,26605E+14;-6,56831E+14;-8,42105E+14;-1,05E+14;-1,34691E+14;-3,9E+14;6,99999E+14;-1,02317E+14;-5,61705E+14;-1,62415E+14;-4,27014E+13;-6,91093E+14;-2,10017E+14;2,94777E+14;5,57782E+14;6,73837E+14;6,13515E+14;5,32098E+14;6,25948E+14;6,22589E+14;2,85506E+14;7,10798E+14;6,87467E+13;7,0869E+14;8,48196E+14;9,47029E+14;6,91617E+14;2,3994E+14;3,72695E+14;5,82112E+14;4,38453E+14;1,73542E+13;6,20015E+14;8,92445E+14
Congo, Rep.;COG;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,35073E+14;5,20231E+14;-4,0293E+14;3,8168E+14;3,67647E+14;1,35898E+14;2,11627E+14;7,63133E+14;7,54853E+14;6,35847E+14;7,75304E+14;8,61755E+14;8,23119E+12;7,88552E+14;7,7316E+14;9,16287E+14;-8,95343E+14;6,35975E+13;9,81322E+14;1,76366E+14;1,76197E+14;2,35977E+14;5,85396E+14;6,97613E+13;-1,18566E+14;-6,86153E+14;1,89377E+14;1,76626E+14;2,59988E+14;1E+14;2,39537E+14;2,61195E+14;-9,79683E+14;-5,49308E+14;3,98532E+13;4,29048E+14;-6,24812E+14;3,73755E+14;-2,5822E+14;7,57598E+13;3,8026E+14;4,58187E+14;8,13264E+14;3,47663E+14;7,75576E+14;7,98624E+14;-6,61399E+14;6,30638E+14;1,16373E+14;9,93127E+14;2,20592E+14;9,94715E+14;-7,12434E+14;6,71668E+14;-3,55058E+14;-1,07832E+14;-4,38253E+14;-4,80535E+14;-8,6886E+14;-6,23932E+14;-2,2E+14;1,54795E+14
Colombia;COL;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,08922E+14;5,41189E+14;3,28671E+14;6,16694E+14;3,60001E+14;5,23674E+14;4,13486E+14;5,93312E+14;6,10252E+14;6,2078E+14;5,96073E+13;7,66915E+14;6,72295E+14;5,74576E+14;2,32326E+14;4,72837E+13;4,15851E+14;8,4699E+13;5,37912E+14;4,08735E+14;2,27687E+14;9,48421E+14;1,57396E+14;3,35068E+14;3,10711E+13;5,82408E+14;5,36893E+14;4,06417E+14;3,4141E+14;4,282E+14;2,00161E+14;4,04493E+14;5,38541E+14;5,81466E+14;5,20244E+13;2,05585E+14;3,43029E+14;5,69784E+14;-4,20402E+14;2,92486E+14;1,6779E+14;2,50398E+14;3,91827E+14;5,33302E+14;4,82876E+14;6,71687E+14;6,73819E+14;3,28345E+14;1,13965E+14;4,49466E+14;6,94789E+14;3,91264E+14;5,13399E+14;4,49903E+14;2,9559E+14;2,08738E+14;1,35936E+14;2,56432E+14;3,18686E+14;-7,2523E+14;1,10162E+14;7,49578E+14
Comoros;COM;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;3,86493E+14;6,38332E+13;4,8214E+14;4,1103E+14;2,27996E+13;1,86761E+14;1,63778E+14;2,68738E+14;-3,18026E+14;5,09124E+14;-5,39564E+14;8,53098E+14;3,00606E+13;-5,27678E+14;3,61021E+14;-1,29169E+14;4,03015E+14;1,28252E+14;1,92441E+14;1,08479E+13;2,33291E+14;2,32494E+13;2,10387E+13;1,91966E+14;2,83755E+14;2,64696E+13;8,00042E+14;3,96461E+14;3,24074E+14;3,77777E+14;4,14351E+13;3,16841E+14;4,46625E+13;2,10666E+14;1,14735E+14;3,32045E+14;3,81576E+14;3,64245E+13;1,76078E+14;-1,95557E+14;2,1122E+14;2,38768E+14
Cabo Verde;CPV;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;8,45156E+14;2,82503E+14;9,52075E+14;3,78327E+14;8,64209E+14;2,87146E+14;4,30906E+14;5,99685E+13;5,69795E+14;6,92172E+14;1,40415E+14;1,09376E+14;8,70831E+14;1,91826E+14;1,42116E+14;1,13465E+14;1,11184E+14;1,25173E+14;1,12226E+13;1,42849E+14;2,23165E+14;5,25089E+14;4,17626E+14;1,01971E+14;6,91246E+14;7,98375E+14;1,51707E+14;7,03901E+14;-1,50359E+14;1,83642E+14;3,92472E+14;1,08365E+14;6,32137E+14;6,96667E+14;9,36027E+14;4,28071E+14;4,55131E+13;3,70696E+14;7,63608E+14;-1,93028E+14;6,81118E+14;1,77142E+14
Costa Rica;CRI;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,87928E+13;5,44239E+14;6,89892E+14;3,65905E+14;8,19053E+13;6,96932E+14;5,65013E+14;8,4733E+14;5,4918E+13;7,50313E+14;6,77851E+14;8,17805E+14;7,70892E+14;5,5449E+14;2,10007E+14;5,51756E+14;8,90447E+14;6,26769E+13;4,93912E+14;7,51895E+14;-2,26166E+14;-7,28557E+14;2,86299E+14;8,02411E+14;7,21602E+14;5,53625E+14;4,76453E+14;3,43215E+14;5,66598E+14;3,55306E+14;2,26565E+14;9,2011E+14;7,09719E+14;4,51903E+14;4,15395E+14;1,35046E+14;5,47617E+14;7,15531E+14;4,21481E+14;3,86872E+14;3,49117E+14;3,41688E+14;4,31718E+14;4,4246E+14;3,97667E+14;7,3267E+14;8,21513E+14;4,73817E+14;-8,73456E+14;5,36034E+14;4,40316E+14;4,88259E+14;2,49477E+14;3,54211E+14;3,65208E+14;4,20432E+14;4,1577E+13;2,6159E+13;2,41751E+14;-4,27335E+14;7,7808E+14;4,30502E+14
